age_group,job_title,annual_salary_usd,compensation_usd,currency,country,state,city,overall_exp,field_exp,degree,gender,job_category,career_level
35-44,Knowledge Manager,72000.0,10000.0,USD,United States,Texas,Dallas,9.0,9.0,Masters,Woman,Management,Senior
25-34,Product Manager,96642.0,10000.0,USD,United States,Florida,Boca Raton,9.0,6.0,Masters,Woman,Management,Senior
35-44,Director Of Engineering,130000.0,14000.0,USD,United States,New Hampshire,Remote,25.5,25.5,College,Man,Engineering & Development,Lead/Executive
45-54,Senior Software Engineer,139000.0,0.0,USD,United States,New York,New York,15.5,15.5,High School,Man,Engineering & Development,Lead/Executive
25-34,Supplier Diversity Coordinator,59800.0,5000.0,USD,United States,Idaho,Boise,6.0,3.0,Masters,Woman,Administrative & Operations,Senior
18-24,Software Engineer,93000.0,5500.0,USD,United States,Arizona,Phoenix,3.0,3.0,College,Woman,Engineering & Development,Mid Level
35-44,Professor,90000.0,3000.0,USD,United States,California,Glendora,15.5,9.0,PhD,Woman,Education & Training,Lead/Executive
35-44,Interim Assistant Executive Director,45000.0,0.0,USD,United States,Texas,Carrollton,6.0,6.0,College,Woman,Management,Senior
25-34,Policy Analyst,68571.0,3571.0,CAD,Canada,N/A,Calgary,9.0,9.0,Masters,Woman,Analytics,Senior
35-44,Sr Director Hr Business Partner,180000.0,20000.0,USD,United States,Illinois,Northbrook,25.5,15.5,College,Woman,Management,Lead/Executive
45-54,Museum Executive,90909.0,0.0,AUD,Australia,N/A,Regional,25.5,25.5,Masters,Woman,Marketing & Sales,Lead/Executive
35-44,Clinical Pharmacy Specialist,135000.0,1000.0,USD,United States,Virginia,Charlottesville,9.0,9.0,Professional Degree,Prefer Not to Answer,Healthcare,Senior
45-54,Deputy Ceo,94156.0,0.0,AUD,Australia,N/A,Victoria,25.5,15.5,Masters,Woman,Management,Lead/Executive
35-44,Assistant Public Defender,80000.0,0.0,USD,United States,Georgia,Douglasville,15.5,15.5,Professional Degree,Woman,Legal Services,Lead/Executive
25-34,Marketing Analytics Lead,215000.0,0.0,USD,United States,California,San Francisco,9.0,9.0,College,Woman,Analytics,Senior
45-54,Executive,90909.0,0.0,AUD,Australia,N/A,Victoria,15.5,15.5,Masters,Woman,Marketing & Sales,Lead/Executive
45-54,Executive,90909.0,0.0,AUD,Australia,N/A,Victoria,15.5,15.5,Masters,Woman,Marketing & Sales,Lead/Executive
25-34,Sales Manager,75000.0,50000.0,USD,United States,Louisiana,New Orleans,6.0,6.0,College,Man,Management,Senior
25-34,Sales Manager,75000.0,50000.0,USD,United States,Louisiana,New Orleans,6.0,6.0,College,Man,Management,Senior
35-44,Product Manager,127000.0,18000.0,USD,United States,California,Carlsbad,15.5,15.5,Masters,Woman,Management,Lead/Executive
25-34,Program Coordinator,48000.0,0.0,USD,United States,New York,New York City,3.0,3.0,College,Woman,Administrative & Operations,Mid Level
45-54,Executive Director,120000.0,0.0,USD,United States,California,Los Angeles,25.5,3.0,Masters,Woman,Management,Lead/Executive
45-54,Senior Executive - Deputy,98701.0,0.0,AUD,Australia,N/A,Regional City,25.5,15.5,Masters,Woman,Marketing & Sales,Lead/Executive
35-44,Lead Compensation Analyst,113500.0,5000.0,USD,United States,New Mexico,Albuquerque,15.5,3.0,College,Woman,Analytics,Lead/Executive
35-44,Probation Officer,82000.0,0.0,USD,United States,Mississippi,Gulfport,15.5,15.5,Masters,Woman,Administrative & Operations,Lead/Executive
25-34,Regional Director,130000.0,5000.0,USD,United States,District Of Columbia,Washington,9.0,9.0,College,Woman,Management,Senior
18-24,Transcription Coordinator,35000.0,3000.0,USD,United States,Washington,Los Angeles,3.0,3.0,College,Man,Administrative & Operations,Mid Level
25-34,Pharmacy Technician,40500.0,1000.0,USD,United States,Indiana,Indianapolis,6.0,6.0,College,Woman,Healthcare,Senior
25-34,Business Analyst,102000.0,15300.0,USD,United States,California,Los Angeles,6.0,3.0,College,Woman,Analytics,Senior
25-34,Senior Data Analyst,98000.0,10000.0,USD,United States,New York,New York City,6.0,6.0,College,Man,Analytics,Senior
25-34,Chartered Accountant (Manager),62987.0,0.0,AUD,Australia,N/A,Dubbo,9.0,9.0,Professional Degree,Woman,Accountant & Finance,Senior
55-64,Engineering Manager,170000.0,30000.0,USD,United States,Washington,Seattle,35.5,35.5,PhD,Man,Engineering & Development,Lead/Executive
25-34,Graduate Research Assitant,18000.0,0.0,USD,United States,Minnesota,Minneapolis,3.0,3.0,Masters,Woman,Researcher,Mid Level
25-34,Education Manager,42857.0,1299.0,AUD,Australia,N/A,Perth,9.0,6.0,College,Woman,Management,Senior
35-44,Associate Attorney,125000.0,25000.0,USD,United States,Arizona,Phoenix,15.5,9.0,Professional Degree,Woman,Legal Services,Lead/Executive
25-34,Digital Designer,93600.0,5400.0,USD,United States,Oregon,Beaverton,15.5,9.0,College,Woman,Engineering & Development,Lead/Executive
25-34,Account Manager,150000.0,30000.0,USD,United States,California,San Francisco,9.0,6.0,College,Woman,Management,Senior
25-34,Support Engineer,115000.0,0.0,USD,United States,California,San Francisco,9.0,6.0,College,Man,Engineering & Development,Senior
35-44,Executive,175000.0,0.0,USD,United States,California,Berkeley,6.0,6.0,PhD,Woman,Marketing & Sales,Senior
25-34,Disabilities Facilitator,80000.0,0.0,USD,United States,California,El Monte,15.5,6.0,Masters,Woman,Unclassifiable,Lead/Executive
35-44,Project Manager,108000.0,8000.0,USD,United States,California,Aliso Viejo,9.0,0.5,Masters,Woman,Management,Senior
25-34,Research Assistant,55684.0,4640.0,EUR,Germany,N/A,Bonn,3.0,3.0,Masters,Woman,Researcher,Mid Level
45-54,Senior Systems Analyst,116250.0,0.0,USD,United States,Illinois,Addison,15.5,9.0,Masters,Woman,Analytics,Lead/Executive
25-34,Deputy Prosecuting Attorney,84000.0,0.0,USD,United States,Washington,Mount Vernon,6.0,6.0,Professional Degree,Woman,Legal Services,Senior
25-34,Stödassistent,32193.0,0.0,SEK,Sweden,N/A,Gothenburg,3.0,0.5,Unknown,Woman,Unclassifiable,Mid Level
25-34,Buyer,104000.0,36000.0,USD,United States,California,San Francisco,6.0,6.0,College,Woman,Business,Senior
45-54,Certified Massage Therapist,160000.0,0.0,USD,United States,California,Albany,25.5,15.5,College,Man,Healthcare,Lead/Executive
35-44,Director Of Qualitative Research,115000.0,8000.0,USD,United States,California,Los Angeles,15.5,9.0,Masters,Woman,Management,Lead/Executive
25-34,Work Placement Tutor,33378.0,0.0,GBP,United Kingdom,N/A,Gateshead,9.0,9.0,College,Woman,Unclassifiable,Senior
25-34,Technician,50000.0,1500.0,USD,United States,Texas,Fort Worth,3.0,3.0,Masters,Woman,Manual Labor,Mid Level
35-44,Pm,101469.0,6676.0,GBP,United Kingdom,N/A,London,15.5,15.5,College,Woman,Unclassifiable,Lead/Executive
25-34,Detailer 3,56000.0,0.0,USD,United States,Pennsylvania,Pittsburgh,6.0,6.0,College,Woman,Unclassifiable,Senior
25-34,Senior Software Engineer,175000.0,0.0,USD,United States,California,San Francisco,9.0,6.0,College,Woman,Engineering & Development,Senior
25-34,Associate Director,100000.0,5000.0,USD,United States,Michigan,Grand Rapids,15.5,9.0,College,Woman,Management,Lead/Executive
35-44,Director Of Human Resources,115000.0,14500.0,USD,United States,Arizona,Scottsdale,15.5,15.5,College,Woman,Management,Lead/Executive
25-34,Associate Director,50000.0,0.0,USD,United States,Pennsylvania,Erie,9.0,3.0,College,Woman,Management,Senior
35-44,Business Development Manager,125628.0,0.0,CHF,Switzerland,N/A,Lucerne,15.5,6.0,College,Woman,Management,Lead/Executive
35-44,Business Development Manager,125628.0,0.0,CHF,Switzerland,N/A,Lucerne,15.5,6.0,College,Woman,Management,Lead/Executive
35-44,Creative Services Manager,96000.0,2000.0,USD,United States,Wisconsin,Madison,15.5,9.0,College,Woman,Management,Lead/Executive
25-34,Marketing Operations Manager,93458.0,0.0,GBP,United Kingdom,N/A,London,9.0,9.0,College,Man,Management,Senior
25-34,School Psychologist,54895.0,0.0,USD,United States,North Carolina,Greenville,15.5,6.0,Masters,Woman,Education & Training,Lead/Executive
35-44,Photo Lab Manager,52438.0,350.0,USD,United States,Illinois,Chicago,15.5,25.5,High School,Woman,Management,Lead/Executive
25-34,School Library Assistant/Shelver,26753.0,0.0,NZD,New Zealand,N/A,Christchurch,6.0,6.0,College,Woman,Education & Training,Senior
25-34,Graphic Designer,40053.0,2670.0,GBP,United Kingdom,N/A,London,9.0,6.0,College,Woman,Creative & Media,Senior
18-24,Ux Designer / Developer,60000.0,0.0,USD,United States,Indiana,West Lafayette,3.0,3.0,College,Man,Engineering & Development,Mid Level
45-54,Associate Director Of Communication,95000.0,0.0,USD,United States,New York,Ithaca,25.5,15.5,PhD,Woman,Management,Lead/Executive
25-34,Software Engineer,205290.0,450800.0,USD,United States,Massachusetts,Cambridge,9.0,9.0,College,Man,Engineering & Development,Senior
25-34,Systems Administrator,101000.0,60000.0,USD,United States,Massachusetts,Waltham,9.0,9.0,College,Woman,Administrative & Operations,Senior
35-44,Teacher,35000.0,0.0,USD,United States,Pennsylvania,Pittsburgh,15.5,6.0,Masters,Woman,Education & Training,Lead/Executive
25-34,Collections Strategist,56000.0,0.0,USD,United States,Virginia,Blacksburg,6.0,6.0,Masters,Woman,Consulting & Strategy,Senior
25-34,Seo Manager,115000.0,40000.0,USD,United States,New Hampshire,Nashua,15.5,15.5,College,Woman,Management,Lead/Executive
25-34,Communications Manager,62000.0,0.0,USD,United States,District Of Columbia,"Washington, Dc",9.0,6.0,College,Woman,Management,Senior
18-24,Literacy Tutor,16800.0,0.0,USD,United States,Massachusetts,Springfield,6.0,6.0,College,Woman,Unclassifiable,Senior
35-44,It Manager,120000.0,0.0,USD,United States,New York,Holbrook,15.5,15.5,College,Man,Management,Lead/Executive
25-34,Corporate Counsel,90000.0,0.0,USD,United States,California,Los Angeles,3.0,3.0,Masters,Woman,Legal Services,Mid Level
25-34,Seo Manager,52000.0,5000.0,USD,United States,Tennessee,Knoxville,9.0,6.0,College,Woman,Management,Senior
25-34,Human Resources Manager,92000.0,0.0,USD,United States,New York,New York City,9.0,6.0,College,Woman,Management,Senior
35-44,Faculty Librarian Unit Director,79600.0,0.0,USD,United States,Nebraska,Omaha,15.5,9.0,Masters,Woman,Management,Lead/Executive
25-34,Case Manager,85000.0,0.0,USD,United States,New York,Brooklyn,6.0,6.0,College,Woman,Management,Senior
25-34,Paralegal,50000.0,0.0,USD,United States,Washington,Seattle,3.0,3.0,Masters,Woman,Legal Services,Mid Level
35-44,Business Development Manager,68091.0,1602.0,GBP,United Kingdom,N/A,Preston,15.5,9.0,College,Woman,Management,Lead/Executive
25-34,Senior Seo Exectutive,40053.0,0.0,GBP,United Kingdom,N/A,Liverpool,9.0,6.0,College,Woman,Marketing & Sales,Senior
35-44,Program Director,115000.0,15000.0,USD,United States,California,Los Angeles,25.5,3.0,Masters,Woman,Management,Lead/Executive
25-34,Production Coordinator,46429.0,3571.0,CAD,Canada,N/A,"Toronto, On, Ca",6.0,6.0,College,Woman,Administrative & Operations,Senior
35-44,Administrative Specialist,40040.0,0.0,USD,United States,Maine,Waterville,15.5,9.0,Masters,Woman,Administrative & Operations,Lead/Executive
25-34,Senior Software Engineer,95000.0,0.0,USD,United States,Colorado,Denver,3.0,3.0,College,Man,Engineering & Development,Mid Level
25-34,Creative Executive,70000.0,20000.0,USD,United States,California,Los Angeles,9.0,9.0,College,Man,Marketing & Sales,Senior
25-34,Project Coordinator,41600.0,0.0,USD,United States,Michigan,Ann Arbor,9.0,6.0,College,Man,Administrative & Operations,Senior
25-34,Software Engineer,80000.0,0.0,USD,United States,Missouri,Kansas City,3.0,3.0,College,Woman,Engineering & Development,Mid Level
25-34,Patient Coordinator/Office Manager,65000.0,5000.0,USD,United States,California,Beverly Hills,15.5,15.5,College,Woman,Administrative & Operations,Lead/Executive
35-44,It Systems Engineer Associate,75000.0,5000.0,USD,United States,Ohio,"Cleveland, Ohio",15.5,15.5,College,Woman,Engineering & Development,Lead/Executive
18-24,Logistics Coordinator,57000.0,2850.0,USD,United States,Maryland,Baltimore,3.0,0.5,College,Woman,Administrative & Operations,Mid Level
35-44,Director Loyalty Marketing,132308.0,33077.0,SGD,Singapore,N/A,Singapore,15.5,9.0,College,Woman,Management,Lead/Executive
25-34,Development,50000.0,0.0,USD,United States,California,Los Angeles,3.0,3.0,College,Man,Unclassifiable,Mid Level
25-34,Production Manager,42857.0,1429.0,CAD,Canada,N/A,Toronto,6.0,6.0,College,Woman,Management,Senior
25-34,Senior Data Scientist,70093.0,0.0,GBP,United Kingdom,N/A,London,6.0,3.0,Masters,Woman,Scientist,Senior
35-44,Design Lead,105000.0,0.0,USD,United States,Montana,Missoula,15.5,9.0,College,Woman,Management,Lead/Executive
25-34,Registered Nurse,77000.0,0.0,USD,United States,Arkansas,Fayetteville,6.0,9.0,College,Woman,Healthcare,Senior
25-34,Senior Director Sales,18000.0,150000.0,USD,United States,Illinois,Chicago,15.5,9.0,College,Woman,Management,Lead/Executive
35-44,Staff Product Designer,121429.0,14286.0,CAD,Canada,N/A,Vancouver,15.5,15.5,College,Man,Engineering & Development,Lead/Executive
45-54,Senior Project Manager,120000.0,16000.0,USD,United States,Vermont,Bennington,15.5,9.0,Masters,Man,Management,Lead/Executive
25-34,Pilot Rostering Analyst,34803.0,0.0,EUR,Ireland,N/A,Dublin,3.0,3.0,College,Woman,Analytics,Mid Level
25-34,Manager,55000.0,0.0,USD,United States,Rhode Island,Warwick,6.0,6.0,College,Woman,Management,Senior
25-34,M&A Manager,160000.0,6000.0,USD,United States,Illinois,Chicago,3.0,3.0,Professional Degree,Woman,Management,Mid Level
35-44,Dietary Cook,25000.0,0.0,USD,United States,Washington,Richland,15.5,15.5,High School,Woman,Manual Labor,Lead/Executive
25-34,Library Assistant,29574.0,0.0,USD,United States,Texas,Longview,6.0,6.0,College,Man,Library & Information Services,Senior
25-34,Motion Graphics Designer,70000.0,7000.0,USD,United States,New York,New York,6.0,3.0,College,Woman,Creative & Media,Senior
25-34,Director Of Finance & Operations,63000.0,600.0,USD,United States,Texas,Austin,6.0,6.0,Masters,Woman,Management,Senior
25-34,Executive Assistant,50000.0,0.0,USD,United States,Florida,Boca Raton,9.0,0.5,Masters,Woman,Administrative & Operations,Senior
45-54,Principal Program Manager,240000.0,800000.0,USD,United States,Washington,Seattle,25.5,25.5,Masters,Man,Management,Lead/Executive
35-44,Communication Specialist,92857.0,0.0,CAD,Canada,N/A,Toronto,9.0,6.0,Masters,Woman,Marketing & Sales,Senior
35-44,Digital Program Manager,106729.0,11601.0,EUR,Germany,N/A,Berlin,15.5,9.0,Masters,Woman,Management,Lead/Executive
55-64,Hr Writer,62000.0,8000.0,USD,United States,Texas,San Antonio,35.5,25.5,Masters,Woman,Creative & Media,Lead/Executive
25-34,Marketing Content And Social Media Strategist,50000.0,200.0,USD,United States,Illinois,Wheeling,6.0,3.0,College,Woman,Consulting & Strategy,Senior
25-34,Digital Marketing Specialist,76000.0,7600.0,USD,United States,Connecticut,Hartford,9.0,9.0,College,Woman,Marketing & Sales,Senior
35-44,Technical Program Manager,149630.0,12000.0,USD,United States,Washington,Seattle,15.5,9.0,College,Woman,Management,Lead/Executive
35-44,Project Engineer,80000.0,0.0,USD,United States,California,Riverside,15.5,6.0,Masters,Woman,Engineering & Development,Lead/Executive
35-44,Senior Corporate Counsel,180000.0,13000.0,USD,United States,Ohio,"Cincinnati, Ohio",15.5,15.5,Masters,Woman,Legal Services,Lead/Executive
25-34,Assistant High School Band Director,72500.0,0.0,USD,United States,Texas,Burleson,9.0,9.0,Masters,Man,Education & Training,Senior
35-44,Crew,30000.0,0.0,USD,United States,Connecticut,Orange,25.5,15.5,College,Woman,Unclassifiable,Lead/Executive
35-44,Staff Industrial Engineer,127500.0,15000.0,USD,United States,Minnesota,Austin,15.5,15.5,Masters,Man,Engineering & Development,Lead/Executive
25-34,Business Analyst 1,60000.0,2000.0,USD,United States,California,Sacramento,3.0,3.0,College,Man,Analytics,Mid Level
25-34,It Project Manager - Ent,56000.0,0.0,USD,United States,Alabama,Birmingham,6.0,3.0,Masters,Man,Management,Senior
35-44,Director,135000.0,18000.0,USD,United States,Minnesota,Minneapolis,15.5,3.0,College,Woman,Management,Lead/Executive
25-34,Hr Generalist,55000.0,300.0,USD,United States,Texas,Austin,15.5,3.0,College,Woman,HR,Lead/Executive
25-34,Program Manager,137000.0,20000.0,USD,United States,Massachusetts,Cambridge,6.0,6.0,College,Woman,Management,Senior
25-34,Senior Art Director,64000.0,0.0,USD,United States,"Kansas, Missouri",Kansas City,6.0,3.0,College,Man,Management,Senior
45-54,Technical Project Manager,120000.0,0.0,USD,United States,Massachusetts,Peabody,25.5,6.0,College,Woman,Management,Lead/Executive
55-64,Customer Success Manger,54000.0,0.0,USD,United States,Ohio,Akron,35.5,25.5,College,Woman,Management,Lead/Executive
25-34,Licensed Mental Health Counselor,38000.0,0.0,USD,United States,Florida,Tallahassee,9.0,6.0,Masters,Woman,Legal Services,Senior
35-44,Vice President Of Program,115000.0,2000.0,USD,United States,Texas,Austin,15.5,15.5,Masters,Woman,Management,Lead/Executive
35-44,Assistant Professor,97000.0,0.0,USD,United States,Massachusetts,Boston,15.5,9.0,PhD,Woman,Education & Training,Lead/Executive
25-34,Software Engineer,68561.0,6381.0,EUR,Ireland,N/A,Dublin,3.0,3.0,Masters,Woman,Engineering & Development,Mid Level
35-44,Chief Of Staff,129800.0,0.0,USD,United States,District Of Columbia,Washington,15.5,15.5,College,Prefer Not to Answer,Management,Lead/Executive
25-34,Senior Editor,44000.0,0.0,USD,United States,Pennsylvania,Lancaster,6.0,6.0,College,Woman,Creative & Media,Senior
35-44,Safety And Compliance Manager,70000.0,7000.0,USD,United States,Alabama,Huntsville,9.0,3.0,College,Woman,Management,Senior
25-34,School Programs Manager,49939.0,250.0,USD,United States,Massachusetts,Chelsea,9.0,6.0,College,Man,Education & Training,Senior
35-44,Operations Analyst,77500.0,15000.0,USD,United States,Texas,"Houston, Tx",15.5,9.0,College,Woman,Analytics,Lead/Executive
45-54,Rn,71000.0,0.0,USD,United States,Ohio,Cleveland,9.0,9.0,College,Woman,Library & Information Services,Senior
25-34,Public Relations Specialist,63500.0,0.0,USD,United States,Michigan,Grand Rapids,9.0,9.0,College,Woman,Specialist,Senior
35-44,Senior Seo Technician Founder,76700.0,0.0,USD,United States,Florida,West Palm Beach,15.5,9.0,College,Woman,Management,Lead/Executive
25-34,Inside Sales Engineer,85000.0,5000.0,USD,United States,Michigan,Mattawan,6.0,6.0,College,Prefer Not to Answer,Engineering & Development,Senior
55-64,Associate Dean,100000.0,0.0,USD,United States,New York,New York,35.5,25.5,College,Woman,Management,Lead/Executive
25-34,Market Manager,45000.0,10000.0,USD,United States,Ohio,Remote,9.0,0.5,High School,Woman,Management,Senior
25-34,Market Manager,45000.0,10000.0,USD,United States,Ohio,Remote,9.0,0.5,High School,Woman,Management,Senior
